"order_id";"order_date";"customer_id";"product_id";"warehouse_id";"supplier_id";"quantity_ordered";"unit_price";"unit_cost";"sales_amount";"cost_amount";"profit";"order_status";"shipping_days";"delivery_date";"order_date_clean";"delivery_date_clean";"rn";"missing_delivery_date_flag"
"ORD009154";"14/11/2025";"C02760";"P0215";"W027";"S0004";351;18856.63;17380.68;6618677.13;6100618.68;518058.45;"Completed";"3";"17/11/2025";"2025-11-14";"2025-11-17";1;"No"
"ORD009155";"2023-08-24";"C01747";"P0455";"W033";"S0068";144;2361.83;1767.32;340103.52;254494.08;85609.44;"Delayed";"15";"2023-09-08";"2023-08-24";"2023-09-08";1;"No"
"ORD009156";"2024-01-19";"C02313";"P0166";"W044";"S0058";370;18471.77;16119.39;6834554.9;5964174.3;870380.6;"Completed";"7";"26/01/2024";"2024-01-19";"2024-01-26";1;"No"
"ORD009157";"25/08/2023";"C02548";"P0338";"W041";"S0130";43;30571.77;19314.11;1314586.11;830506.73;484079.38;"Completed";"5";"30/08/2023";"2023-08-25";"2023-08-30";1;"No"
"ORD009158";"02-08-2024";"C02236";"P0199";"W039";"S0009";101;22048.26;15621.65;2226874.26;1577786.65;649087.61;"Cancelled";"7";"09-08-2024";"2024-08-02";"2024-08-09";1;"No"
"ORD009159";"10/03/2024";"C01651";"P0095";"W036";"S0006";425;19664.83;12774.11;8357552.75;5428996.75;2928556.0;"Completed";"2";"12/03/2024";"2024-03-10";"2024-03-12";1;"No"
"ORD009160";"29/01/2023";"C02170";"P0253";"W038";"S0031";353;26483.46;16251.27;9348661.38;5736698.31;3611963.07;"Delayed";"35";"05-03-2023";"2023-01-29";"2023-03-05";1;"No"
"ORD009161";"10/03/2023";"C00167";"P0166";"W023";"S0135";482;17577.47;14474.88;8472340.54;6976892.16;1495448.38;"Cancelled";"3";"13/03/2023";"2023-03-10";"2023-03-13";1;"No"
"ORD009162";"2023-05-23";"C01082";"P0075";"W024";"S0008";436;5089.74;3896.32;2219126.64;1698795.52;520331.12;"Completed";"7";"2023-05-30";"2023-05-23";"2023-05-30";1;"No"
"ORD009163";"25/07/2023";"C00426";"P0479";"W035";"S0069";446;7677.25;5022.64;3424053.5;2240097.44;1183956.06;"Completed";"7";"01/08/2023";"2023-07-25";"2023-08-01";1;"No"
"ORD009164";"19/03/2026";"C02162";"P0217";"W050";"";346;5935.39;4623.61;2053644.94;1599769.06;453875.88;"Completed";"6";"12-07-2024";"2026-03-19";"2024-07-12";1;"No"
"ORD009165";"18-02-2025";"C01087";"P0027";"W026";"S0086";466;24609.65;18068.85;11468096.9;8420084.1;3048012.8;"Completed";"7";"25-02-2025";"2025-02-18";"2025-02-25";1;"No"
"ORD009166";"2025-10-14";"C02347";"P0393";"W038";"S0037";270;20431.75;15045.57;5516572.5;4062303.9;1454268.6;"Completed";"6";"20-10-2025";"2025-10-14";"2025-10-20";1;"No"
"ORD009167";"05-09-2024";"C00258";"P0086";"W007";"S0097";34;18548.9;11922.21;630662.6;405355.14;225307.46;"Cancelled";"4";"09-09-2024";"2024-09-05";"2024-09-09";1;"No"
"ORD009168";"09-01-2025";"C02284";"P0435";"W030";"S0028";347;23601.78;19098.93;8189817.66;6627328.71;1562488.95;"Completed";"4";"";"2025-01-09";"";1;"Yes"
"ORD009169";"2023-01-12";"C01760";"P0079";"W040";"S0047";309;8539.99;7776.06;2638856.91;2402802.54;236054.37;"Returned";"247";"16-09-2023";"2023-01-12";"2023-09-16";1;"No"
"ORD009170";"11-08-2023";"C01638";"P0344";"W014";"S0139";470;11829.22;10094.93;5559733.4;4744617.1;815116.3;"Completed";"7";"2023-08-18";"2023-08-11";"2023-08-18";1;"No"
"ORD009171";"2023-02-03";"C02496";"P0493";"W043";"S0139";283;8644.54;5446.93;2446404.82;1541481.19;904923.63;"Completed";"2";"2023-02-05";"2023-02-03";"2023-02-05";1;"No"
"ORD009172";"2023-06-30";"C02979";"P0439";"W020";"S0090";160;20671.25;13183.03;3307400.0;2109284.8;1198115.2;"Delayed";"48";"";"2023-06-30";"";1;"Yes"
"ORD009173";"17-11-2024";"";"P0194";"W030";"S0149";232;34954.84;27417.81;8109522.88;6360931.92;1748590.96;"Completed";"5";"2024-11-22";"2024-11-17";"2024-11-22";1;"No"
"ORD009174";"2025-11-17";"";"P0333";"W039";"S0034";20;40682.27;23168.32;813645.4;463366.4;350279.0;"Completed";"6";"2025-11-23";"2025-11-17";"2025-11-23";1;"No"
"ORD009175";"12-08-2023";"C02720";"P0374";"W004";"";290;28857.37;19805.67;8368637.3;5743644.3;2624993.0;"Cancelled";"3";"15-08-2023";"2023-08-12";"2023-08-15";1;"No"
"ORD009176";"21/07/2023";"C01377";"P0241";"W011";"S0115";175;39495.98;29124.37;6911796.5;5096764.75;1815031.75;"Completed";"7";"";"2023-07-21";"";1;"Yes"
"ORD009177";"06-03-2023";"C02939";"P0493";"W004";"S0120";118;33635.33;20878.2;3968968.94;2463627.6;1505341.34;"Delayed";"53";"28-04-2023";"2023-03-06";"2023-04-28";1;"No"
"ORD009178";"2023-02-18";"C01495";"P0035";"W037";"S0005";97;15673.15;14638.6;1520295.55;1419944.2;100351.35;"Completed";"4";"22-02-2023";"2023-02-18";"2023-02-22";1;"No"
"ORD009179";"24-11-2023";"C01475";"P0104";"W018";"S0120";4;24337.31;16960.22;97349.24;67840.88;29508.36;"Cancelled";"6";"2023-11-30";"2023-11-24";"2023-11-30";1;"No"
"ORD009180";"20-02-2023";"";"P0175";"W041";"S0048";124;18396.98;17441.08;2281225.52;2162693.92;118531.6;"Completed";"";"";"2023-02-20";"";1;"Yes"
"ORD009181";"26/07/2023";"C01662";"P0485";"W044";"S0134";377;23056.81;18540.47;8692417.37;6989757.19;1702660.18;"Completed";"3";"29-07-2023";"2023-07-26";"2023-07-29";1;"No"
"ORD009182";"15/09/2025";"C00209";"P0246";"W017";"S0054";1;15862.15;9853.11;15862.15;9853.11;6009.04;"Delayed";"50";"04/11/2025";"2025-09-15";"2025-11-04";1;"No"
"ORD009183";"2025-04-22";"C00580";"P0297";"W044";"S0139";74;39499.56;25817.74;2922967.44;1910512.76;1012454.68;"Returned";"2";"2025-04-24";"2025-04-22";"2025-04-24";1;"No"
"ORD009184";"20/01/2023";"C01261";"P0103";"W017";"S0019";10682;3409.23;2959.44;36417394.86;31612738.08;4804656.78;"Completed";"3";"";"2023-01-20";"";1;"Yes"
"ORD009185";"15/03/2025";"C01056";"P0186";"W031";"S0118";144;6089.69;5052.2;876915.36;727516.8;149398.56;"Completed";"3";"18/03/2025";"2025-03-15";"2025-03-18";1;"No"
"ORD009186";"2023-10-28";"C01081";"P0254";"W038";"S0038";56;41511.89;27325.48;2324665.84;1530226.88;794438.96;"Completed";"5";"02/11/2023";"2023-10-28";"2023-11-02";1;"No"
"ORD009187";"2023-09-20";"C02830";"P0289";"W001";"S0076";210;42867.3;26793.38;9002133.0;5626609.8;3375523.2;"Returned";"7";"27/09/2023";"2023-09-20";"2023-09-27";1;"No"
"ORD009188";"04-02-2024";"";"P0201";"W050";"S0105";258;47426.79;41519.84;12236111.82;10712118.72;1523993.1;"Completed";"2";"06-02-2024";"2024-02-04";"2024-02-06";1;"No"
"ORD009189";"2023-04-01";"C00321";"P0018";"W029";"S0089";241;8499.06;5291.48;2048273.46;1275246.68;773026.78;"Completed";"";"03/04/2023";"2023-04-01";"2023-04-03";1;"No"
"ORD009190";"2024-09-07";"C01772";"P0207";"W029";"";83;44246.78;40163.31;3672482.74;3333554.73;338928.01;"Completed";"4";"11/09/2024";"2024-09-07";"2024-09-11";1;"No"
"ORD009191";"19/10/2024";"C02769";"P0154";"W016";"S0114";185;47495.83;39352.88;8786728.55;7280282.8;1506445.75;"Completed";"258";"04-07-2025";"2024-10-19";"2025-07-04";1;"No"
"ORD009192";"2023-09-04";"";"P0495";"W024";"S0023";328;2011.9;1158.63;659903.2;380030.64;279872.56;"Completed";"";"10/09/2023";"2023-09-04";"2023-09-10";1;"No"
"ORD009193";"2025-06-19";"C02536";"P0337";"W004";"S0004";489;14490.05;13053.56;7085634.45;6383190.84;702443.61;"Completed";"130";"2025-10-27";"2025-06-19";"2025-10-27";1;"No"
"ORD009194";"2023-03-23";"C02411";"P0388";"W002";"S0099";7;6831.38;4773.31;47819.66;33413.17;14406.49;"Completed";"2";"2023-03-25";"2023-03-23";"2023-03-25";1;"No"
"ORD009195";"2025-11-15";"C02676";"P0359";"W015";"S0106";13052;32742.5;18666.4;427355110.0;243633852.8;183721257.2;"Completed";"2";"17/11/2025";"2025-11-15";"2025-11-17";1;"No"
"ORD009196";"05-02-2024";"";"P0005";"W003";"S0116";158;32259.14;23689.51;5096944.12;3742942.58;1354001.54;"Returned";"3";"2024-02-08";"2024-02-05";"2024-02-08";1;"No"
"ORD009197";"2024-12-22";"C00383";"P0193";"W021";"";83;43639.83;37306.89;3622105.89;3096471.87;525634.02;"Completed";"6";"";"2024-12-22";"";1;"Yes"
"ORD009198";"08-04-2025";"C01225";"P0337";"W009";"S0117";299;41063.0;33574.42;12277837.0;10038751.58;2239085.42;"Completed";"4";"2025-04-12";"2025-04-08";"2025-04-12";1;"No"
"ORD009199";"30-04-2024";"C02346";"P0468";"W004";"S0132";374;36257.85;21810.51;13560435.9;8157130.74;5403305.16;"Completed";"2";"2024-05-02";"2024-04-30";"2024-05-02";1;"No"
"ORD009200";"2025-12-13";"C00287";"P0164";"W039";"S0003";298;24631.62;15110.49;7340222.76;4502926.02;2837296.74;"Completed";"4";"2025-12-17";"2025-12-13";"2025-12-17";1;"No"
"ORD009201";"2024-05-27";"C01680";"P0282";"W006";"";300;41553.67;31795.02;12466101.0;9538506.0;2927595.0;"Delayed";"49";"2024-07-15";"2024-05-27";"2024-07-15";1;"No"
"ORD009202";"04-01-2024";"C02058";"P0335";"W030";"S0095";222;27319.79;15256.08;6064993.38;3386849.76;2678143.62;"Delayed";"32";"05/02/2024";"2024-01-04";"2024-02-05";1;"No"
"ORD009203";"16-02-2024";"C01619";"P0446";"W034";"S0046";39;2645.75;1675.32;103184.25;65337.48;37846.77;"Completed";"6";"22-02-2024";"2024-02-16";"2024-02-22";1;"No"
"ORD009204";"2024-11-30";"C00442";"P0201";"W037";"S0117";51;33722.42;23113.63;1719843.42;1178795.13;541048.29;"Delayed";"23";"23-12-2024";"2024-11-30";"2024-12-23";1;"No"
"ORD009205";"31/05/2025";"C00169";"P0293";"W001";"S0058";71;13241.02;9388.17;940112.42;666560.07;273552.35;"Completed";"4";"04-06-2025";"2025-05-31";"2025-06-04";1;"No"
"ORD009206";"2025-09-06";"";"P0472";"W050";"S0051";111;47605.58;28939.88;5284219.38;3212326.68;2071892.7;"Completed";"1";"07-09-2025";"2025-09-06";"2025-09-07";1;"No"
"ORD009207";"07-01-2024";"C01979";"P0069";"W004";"S0127";471;43222.17;24313.27;20357642.07;11451550.17;8906091.9;"Completed";"4";"11/01/2024";"2024-01-07";"2024-01-11";1;"No"
"ORD009208";"01/03/2023";"C01489";"P0414";"W012";"S0085";184;32306.68;26696.55;5944429.12;4912165.2;1032263.92;"Completed";"4";"05/03/2023";"2023-03-01";"2023-03-05";1;"No"
"ORD009209";"2025-09-08";"C00649";"P0255";"W024";"S0103";145;24204.27;13325.94;3509619.15;1932261.3;1577357.85;"Completed";"3";"2025-09-11";"2025-09-08";"2025-09-11";1;"No"
"ORD009210";"2025-10-03";"C00021";"P0489";"W039";"S0147";62;35409.19;25200.56;2195369.78;1562434.72;632935.06;"Delayed";"47";"2025-11-19";"2025-10-03";"2025-11-19";1;"No"
"ORD009211";"2023-02-22";"C00043";"P0054";"W028";"";26;30463.93;26314.92;792062.18;684187.92;107874.26;"Cancelled";"4";"26/02/2023";"2023-02-22";"2023-02-26";1;"No"
"ORD009212";"24/10/2025";"C00363";"P0442";"W016";"S0060";347;32446.3;29964.23;11258866.1;10397587.81;861278.29;"Completed";"1";"25/10/2025";"2025-10-24";"2025-10-25";1;"No"
"ORD009213";"2023-06-10";"";"P0028";"W016";"S0112";292;45561.61;26019.3;13303990.12;7597635.6;5706354.52;"Completed";"2";"";"2023-06-10";"";1;"Yes"
"ORD009214";"26-02-2025";"C00911";"P0153";"W020";"S0038";487;41272.31;25842.75;20099614.97;12585419.25;7514195.72;"Completed";"2";"2025-02-28";"2025-02-26";"2025-02-28";1;"No"
"ORD009215";"2023-03-30";"";"P0060";"W004";"S0056";295;36898.61;21674.56;10885089.95;6393995.2;4491094.75;"Completed";"7";"06-04-2023";"2023-03-30";"2023-04-06";1;"No"
"ORD009216";"07/01/2023";"C01205";"P0239";"W027";"S0135";366;28053.6;24604.39;10267617.6;9005206.74;1262410.86;"Completed";"5";"2023-01-12";"2023-01-07";"2023-01-12";1;"No"
"ORD009217";"2025-07-29";"C01509";"P0202";"W048";"S0020";127;7845.28;6598.19;996350.56;837970.13;158380.43;"Completed";"7";"05-08-2025";"2025-07-29";"2025-08-05";1;"No"
"ORD009218";"18-01-2023";"C01073";"P0314";"W015";"S0048";108;35135.78;24085.97;3794664.24;2601284.76;1193379.48;"Completed";"3";"";"2023-01-18";"";1;"Yes"
"ORD009219";"05-05-2024";"C02455";"P0240";"W045";"S0025";311;15375.58;14233.73;4781805.38;4426690.03;355115.35;"Cancelled";"1";"06/05/2024";"2024-05-05";"2024-05-06";1;"No"
"ORD009220";"17-08-2025";"C01894";"P0260";"W043";"S0150";286;8351.36;5450.4;2388488.96;1558814.4;829674.56;"Completed";"1";"18/08/2025";"2025-08-17";"2025-08-18";1;"No"
"ORD009221";"15/04/2025";"";"P0401";"W013";"S0019";33;29509.9;17659.5;973826.7;582763.5;391063.2;"Completed";"";"20-04-2025";"2025-04-15";"2025-04-20";1;"No"
"ORD009222";"24-12-2025";"C02585";"P0406";"W003";"";296;40983.92;37864.6;12131240.32;11207921.6;923318.72;"Completed";"5";"";"2025-12-24";"";1;"Yes"
"ORD009223";"2023-03-28";"C02021";"P0425";"W046";"S0059";290;328.91;283.19;95383.9;82125.1;13258.8;"Completed";"4";"2023-04-01";"2023-03-28";"2023-04-01";1;"No"
"ORD009224";"26-11-2025";"C01615";"P0342";"W024";"";452;22283.3;20766.51;10072051.6;9386462.52;685589.08;"Completed";"7";"03-12-2025";"2025-11-26";"2025-12-03";1;"No"
"ORD009225";"13/01/2024";"C02657";"P0333";"W002";"S0131";310;46635.43;36431.25;14456983.3;11293687.5;3163295.8;"Completed";"5";"18/01/2024";"2024-01-13";"2024-01-18";1;"No"
"ORD009226";"2023-07-26";"C02052";"P0181";"W018";"S0118";339;40868.26;32421.37;13854340.14;10990844.43;2863495.71;"Returned";"";"";"2023-07-26";"";1;"Yes"
"ORD009227";"29-06-2023";"C02870";"P0106";"W044";"";126;32766.98;22589.82;4128639.48;2846317.32;1282322.16;"Completed";"1";"30-06-2023";"2023-06-29";"2023-06-30";1;"No"
"ORD009228";"2023-01-28";"C00595";"P0359";"W015";"S0021";490;23657.33;20416.68;11592091.7;10004173.2;1587918.5;"Delayed";"46";"15-03-2023";"2023-01-28";"2023-03-15";1;"No"
"ORD009229";"26-09-2024";"C00777";"P0179";"W010";"S0022";194;11760.99;8082.43;2281632.06;1567991.42;713640.64;"Completed";"1";"27-09-2024";"2024-09-26";"2024-09-27";1;"No"
"ORD009230";"2025-04-05";"C02877";"P0306";"W046";"S0090";303;11970.72;7545.47;3627128.16;2286277.41;1340850.75;"Completed";"5";"";"2025-04-05";"";1;"Yes"
"ORD009231";"2024-12-13";"C00082";"P0011";"W047";"S0105";152;18481.28;16138.81;2809154.56;2453099.12;356055.44;"Completed";"5";"18-12-2024";"2024-12-13";"2024-12-18";1;"No"
"ORD009232";"02-05-2024";"C01887";"P0036";"W045";"S0041";322;28843.98;17021.21;9287761.56;5480829.62;3806931.94;"Completed";"6";"";"2024-05-02";"";1;"Yes"
"ORD009233";"31/03/2024";"C02673";"P0192";"W031";"S0129";426;18731.95;15415.58;7979810.7;6567037.08;1412773.62;"Delayed";"28";"28-04-2024";"2024-03-31";"2024-04-28";1;"No"
"ORD009234";"09/04/2023";"C02641";"P0341";"W039";"S0099";130;8148.15;6829.86;1059259.5;887881.8;171377.7;"Delayed";"";"03-06-2023";"2023-04-09";"2023-06-03";1;"No"
"ORD009235";"2023-02-20";"C02674";"P0464";"W016";"S0078";168;14236.18;11241.35;2391678.24;1888546.8;503131.44;"Completed";"2";"22-02-2023";"2023-02-20";"2023-02-22";1;"No"
"ORD009236";"14-06-2024";"C02213";"P0287";"W048";"S0104";22;37910.27;25997.79;834025.94;571951.38;262074.56;"Completed";"4";"2024-06-18";"2024-06-14";"2024-06-18";1;"No"
"ORD009237";"10/03/2025";"";"P0444";"W022";"S0047";88;19467.98;13634.43;1713182.24;1199829.84;513352.4;"Delayed";"26";"05/04/2025";"2025-03-10";"2025-04-05";1;"No"
"ORD009238";"2023-01-11";"C01195";"P0105";"W047";"S0091";87;27650.88;23506.25;2405626.56;2045043.75;360582.81;"Completed";"4";"15-01-2023";"2023-01-11";"2023-01-15";1;"No"
"ORD009239";"2025-02-26";"C01930";"P0292";"W041";"S0031";45;15435.14;9810.62;694581.3;441477.9;253103.4;"Completed";"7";"2025-03-05";"2025-02-26";"2025-03-05";1;"No"
"ORD009240";"16-04-2024";"C00427";"P0225";"W045";"S0070";346;29725.22;27483.72;10284926.12;9509367.12;775559.0;"Delayed";"";"10-05-2024";"2024-04-16";"2024-05-10";1;"No"
"ORD009241";"04-10-2025";"C02953";"P0343";"W015";"S0061";343;18819.39;13924.48;6455050.77;4776096.64;1678954.13;"Completed";"";"2025-10-11";"2025-10-04";"2025-10-11";1;"No"
"ORD009242";"19/10/2025";"C00208";"P0467";"W045";"S0125";351;14466.45;9337.71;5077723.95;3277536.21;1800187.74;"Completed";"6";"25-10-2025";"2025-10-19";"2025-10-25";1;"No"
"ORD009243";"29/11/2025";"C01361";"P0048";"W037";"S0104";173;49282.84;30356.28;8525931.32;5251636.44;3274294.88;"Completed";"";"05-12-2025";"2025-11-29";"2025-12-05";1;"No"
"ORD009244";"03/10/2025";"C00727";"P0150";"W006";"S0024";138;27036.11;15827.22;3730983.18;2184156.36;1546826.82;"Completed";"6";"09-10-2025";"2025-10-03";"2025-10-09";1;"No"
"ORD009245";"31/12/2024";"C01021";"P0382";"W038";"";105;10160.03;5842.29;1066803.15;613440.45;453362.7;"Completed";"1";"2025-01-01";"2024-12-31";"2025-01-01";1;"No"
"ORD009246";"17-07-2024";"C00611";"P0334";"W046";"S0056";249;4675.74;4034.27;1164259.26;1004533.23;159726.03;"Completed";"5";"22-07-2024";"2024-07-17";"2024-07-22";1;"No"
"ORD009247";"2024-06-28";"C02538";"P0345";"W009";"S0041";290;34099.15;21494.08;9888753.5;6233283.2;3655470.3;"Completed";"5";"2024-07-03";"2024-06-28";"2024-07-03";1;"No"
"ORD009248";"10/11/2023";"C00728";"P0365";"W034";"S0075";275;27225.53;15300.61;7487020.75;4207667.75;3279353.0;"Completed";"6";"16/11/2023";"2023-11-10";"2023-11-16";1;"No"
"ORD009249";"01-05-2023";"C02018";"P0392";"W031";"S0097";183;41688.99;24562.07;7629085.17;4494858.81;3134226.36;"Cancelled";"4";"05/05/2023";"2023-05-01";"2023-05-05";1;"No"
"ORD009250";"09/07/2025";"C00344";"P0215";"W046";"S0130";456;31864.68;26886.56;14530294.08;12260271.36;2270022.72;"Completed";"4";"13/07/2025";"2025-07-09";"2025-07-13";1;"No"
"ORD009251";"2025-01-24";"";"P0487";"W005";"";482;2134.85;2012.87;1028997.7;970203.34;58794.36;"Completed";"3";"27-01-2025";"2025-01-24";"2025-01-27";1;"No"
"ORD009252";"04/01/2025";"C00890";"P0386";"W031";"";349;18834.35;11972.34;6573188.15;4178346.66;2394841.49;"Completed";"2";"2025-01-06";"2025-01-04";"2025-01-06";1;"No"
"ORD009253";"2023-04-03";"C02407";"P0017";"W040";"S0020";109;35016.76;30392.64;3816826.84;3312797.76;504029.08;"Returned";"7";"10-04-2023";"2023-04-03";"2023-04-10";1;"No"
"ORD009254";"21/03/2026";"C01984";"P0014";"W017";"S0113";444;38131.71;32865.66;16930479.24;14592353.04;2338126.2;"Completed";"1";"08-06-2024";"2026-03-21";"2024-06-08";1;"No"
"ORD009255";"04/01/2024";"C01909";"P0393";"W015";"S0056";81;47271.18;32231.98;3828965.58;2610790.38;1218175.2;"Completed";"6";"10-01-2024";"2024-01-04";"2024-01-10";1;"No"
"ORD009256";"23-10-2024";"C01980";"P0461";"W049";"";150;8716.35;7180.04;1307452.5;1077006.0;230446.5;"Completed";"7";"30-10-2024";"2024-10-23";"2024-10-30";1;"No"
"ORD009257";"29/03/2024";"C00735";"P0209";"W042";"S0100";114;41039.08;26407.32;4678455.12;3010434.48;1668020.64;"Completed";"6";"2024-04-04";"2024-03-29";"2024-04-04";1;"No"
"ORD009258";"16/07/2025";"C02768";"P0129";"W050";"S0101";199;37969.7;27401.69;7555970.3;5452936.31;2103033.99;"Completed";"1";"17-07-2025";"2025-07-16";"2025-07-17";1;"No"
"ORD009259";"28-01-2025";"C01503";"P0322";"W039";"S0082";463;42739.23;23880.29;19788263.49;11056574.27;8731689.22;"Completed";"1";"2025-01-29";"2025-01-28";"2025-01-29";1;"No"
"ORD009260";"23/06/2023";"C00360";"P0292";"W037";"";152;45370.37;40157.13;6896296.24;6103883.76;792412.48;"Completed";"6";"29-06-2023";"2023-06-23";"2023-06-29";1;"No"
"ORD009261";"2025-04-19";"C01580";"P0481";"W009";"S0110";230;49560.53;27572.04;11398921.9;6341569.2;5057352.7;"Cancelled";"6";"2025-04-25";"2025-04-19";"2025-04-25";1;"No"
"ORD009262";"07-12-2023";"C01800";"P0238";"W033";"S0143";15;37072.48;23727.1;556087.2;355906.5;200180.7;"Delayed";"59";"04/02/2024";"2023-12-07";"2024-02-04";1;"No"
"ORD009263";"2024-05-14";"C01300";"P0451";"W047";"S0046";273;199.49;129.19;54460.77;35268.87;19191.9;"Completed";"7";"21/05/2024";"2024-05-14";"2024-05-21";1;"No"
"ORD009264";"09/01/2023";"C02047";"P0087";"W005";"";374;359.84;233.68;134580.16;87396.32;47183.84;"Delayed";"32";"10/02/2023";"2023-01-09";"2023-02-10";1;"No"
"ORD009266";"26/02/2023";"";"P0496";"W034";"S0097";165;29936.14;22611.27;4939463.1;3730859.55;1208603.55;"Completed";"5";"03-03-2023";"2023-02-26";"2023-03-03";1;"No"
"ORD009267";"2024-09-06";"C00628";"P0081";"W003";"S0119";102;17868.79;15540.89;1822616.58;1585170.78;237445.8;"Completed";"7";"2024-09-13";"2024-09-06";"2024-09-13";1;"No"
"ORD009268";"07-01-2023";"C02404";"P0351";"W041";"S0143";397;46987.44;36861.63;18654013.68;14634067.11;4019946.57;"Completed";"4";"11/01/2023";"2023-01-07";"2023-01-11";1;"No"
"ORD009269";"22/06/2024";"C00109";"P0388";"W041";"S0004";289;23869.37;13146.64;6898247.93;3799378.96;3098868.97;"Completed";"5";"27-06-2024";"2024-06-22";"2024-06-27";1;"No"
"ORD009270";"2025-07-20";"C02901";"P0397";"W050";"S0023";174;44275.82;40992.11;7703992.68;7132627.14;571365.54;"Completed";"2";"2025-07-22";"2025-07-20";"2025-07-22";1;"No"
"ORD009271";"17/06/2025";"C01135";"P0097";"W047";"";384;7144.13;6716.58;2743345.92;2579166.72;164179.2;"Cancelled";"6";"";"2025-06-17";"";1;"Yes"
"ORD009272";"2023-04-10";"C00468";"P0375";"W031";"S0146";465;3958.87;2662.05;1840874.55;1237853.25;603021.3;"Completed";"";"11-04-2023";"2023-04-10";"2023-04-11";1;"No"
"ORD009273";"2025-12-05";"C01401";"P0368";"W004";"S0075";280;7409.96;6563.16;2074788.8;1837684.8;237104.0;"Cancelled";"7";"";"2025-12-05";"";1;"Yes"
"ORD009274";"19/12/2024";"C01892";"P0188";"W023";"S0090";143;40615.28;34336.08;5807985.04;4910059.44;897925.6;"Completed";"";"2024-12-22";"2024-12-19";"2024-12-22";1;"No"
"ORD009275";"2023-08-06";"C00598";"P0443";"W033";"S0038";20;26467.49;16801.18;529349.8;336023.6;193326.2;"Completed";"4";"10/08/2023";"2023-08-06";"2023-08-10";1;"No"
"ORD009276";"2025-12-27";"C00973";"P0490";"W035";"S0076";273;16610.5;11695.31;4534666.5;3192819.63;1341846.87;"Completed";"7";"2026-01-03";"2025-12-27";"2026-01-03";1;"No"
"ORD009277";"07/05/2024";"C02161";"P0468";"W026";"S0108";209;21780.6;18092.47;4552145.4;3781326.23;770819.17;"Completed";"3";"2024-05-10";"2024-05-07";"2024-05-10";1;"No"
"ORD009278";"2025-05-22";"C00793";"P0012";"W040";"S0044";160;43891.59;36709.42;7022654.4;5873507.2;1149147.2;"Returned";"2";"";"2025-05-22";"";1;"Yes"
"ORD009279";"2025-10-28";"";"P0494";"W036";"S0023";357;46605.91;26075.41;16638309.87;9308921.37;7329388.5;"Completed";"4";"2025-11-01";"2025-10-28";"2025-11-01";1;"No"
"ORD009280";"14-10-2024";"";"P0495";"W023";"S0143";180;25946.51;22231.23;4670371.8;4001621.4;668750.4;"Completed";"";"2024-10-16";"2024-10-14";"2024-10-16";1;"No"
"ORD009281";"19/06/2023";"C01268";"P0344";"W009";"S0044";104;32766.82;28108.65;3407749.28;2923299.6;484449.68;"Completed";"4";"";"2023-06-19";"";1;"Yes"
"ORD009282";"29/04/2023";"C02881";"P0478";"W032";"S0076";9755;46579.63;35011.24;454384290.65;341534646.2;112849644.45;"Completed";"3";"2023-05-02";"2023-04-29";"2023-05-02";1;"No"
"ORD009283";"11/03/2025";"C01170";"P0056";"W014";"S0116";17663;24095.46;21685.08;425598109.98;383023568.04;42574541.94;"Completed";"1";"12-03-2025";"2025-03-11";"2025-03-12";1;"No"
"ORD009284";"09-09-2025";"";"P0133";"W049";"S0137";455;40301.25;28614.55;18337068.75;13019620.25;5317448.5;"Completed";"3";"2025-09-12";"2025-09-09";"2025-09-12";1;"No"
"ORD009285";"20-12-2025";"C02466";"P0384";"W049";"S0110";22;12928.73;9532.29;284432.06;209710.38;74721.68;"Cancelled";"1";"2025-12-21";"2025-12-20";"2025-12-21";1;"No"
"ORD009286";"26-12-2023";"C01620";"P0342";"W032";"S0120";473;27650.44;19360.37;13078658.12;9157455.01;3921203.11;"Cancelled";"1";"27/12/2023";"2023-12-26";"2023-12-27";1;"No"
"ORD009288";"25-12-2025";"C02997";"P0139";"W009";"S0121";497;4331.8;3466.38;2152904.6;1722790.86;430113.74;"Completed";"";"";"2025-12-25";"";1;"Yes"
"ORD009289";"16-09-2023";"C01173";"P0184";"W008";"S0043";234;48993.7;40377.49;11464525.8;9448332.66;2016193.14;"Completed";"4";"20/09/2023";"2023-09-16";"2023-09-20";1;"No"
"ORD009290";"08-05-2024";"C02084";"P0395";"W009";"S0058";461;2405.31;1911.84;1108847.91;881358.24;227489.67;"Completed";"6";"14-05-2024";"2024-05-08";"2024-05-14";1;"No"
"ORD009291";"26/12/2023";"C00101";"P0053";"W004";"S0105";134;14012.35;10195.22;1877654.9;1366159.48;511495.42;"Delayed";"56";"20/02/2024";"2023-12-26";"2024-02-20";1;"No"
"ORD009292";"2024-10-25";"C00022";"P0020";"W038";"S0022";181;32124.45;23706.05;5814525.45;4290795.05;1523730.4;"Completed";"2";"2024-10-27";"2024-10-25";"2024-10-27";1;"No"
"ORD009293";"07-04-2024";"C01898";"P0091";"W012";"S0064";306;23740.47;17805.64;7264583.82;5448525.84;1816057.98;"Completed";"4";"11-04-2024";"2024-04-07";"2024-04-11";1;"No"
"ORD009294";"19/07/2023";"C00863";"P0406";"W017";"";286;17685.49;11757.33;5058050.14;3362596.38;1695453.76;"Completed";"4";"2023-07-23";"2023-07-19";"2023-07-23";1;"No"
