"inventory_id";"snapshot_date";"warehouse_id";"product_id";"stock_on_hand";"reorder_point";"safety_stock";"inventory_value";"days_of_inventory";"snapshot_date_clean"
"INV004359";"2025-12-14";"W005";"P0312";"";82;44;16983683.89;259.7;"2025-12-14"
"INV004360";"2024-02-04";"W003";"P0062";"";143;52;162107407.06;871.0;"2024-02-04"
"INV004362";"2024-04-23";"W018";"P0446";"0";43;19;0.0;0.0;"2024-04-23"
"INV004363";"2025-12-29";"W025";"P0400";"411";21;9;3401569.22;73.5;"2025-12-29"
"INV004364";"2024-08-09";"W017";"P0276";"417";165;85;14260192.75;66.7;"2024-08-09"
"INV004365";"2025-11-02";"W037";"P0245";"751";44;15;19403790.57;90.0;"2025-11-02"
"INV004366";"2023-05-06";"W001";"P0454";"832";137;65;15339014.8;161.4;"2023-05-06"
"INV004367";"2023-10-26";"W017";"P0006";"";21;8;0.0;0.0;"2023-10-26"
"INV004368";"2023-12-21";"W018";"P0442";"";31;16;9927350.25;105.3;"2023-12-21"
"INV004369";"2025-04-29";"W031";"P0306";"569";145;83;8523812.6;57.0;"2025-04-29"
"INV004370";"2025-05-24";"W043";"P0377";"844";152;53;39705311.61;60.2;"2025-05-24"
"INV004371";"2025-01-12";"W037";"P0322";"960";190;80;29585408.22;111.5;"2025-01-12"
"INV004374";"2024-10-19";"W029";"P0473";"69";159;67;1629500.06;9.3;"2024-10-19"
"INV004375";"2023-12-25";"W034";"P0493";"546";190;128;14174774.61;33.7;"2023-12-25"
"INV004381";"2023-11-08";"W023";"P0490";"554";145;53;18956838.45;78.3;"2023-11-08"
"INV004382";"2023-03-01";"W028";"P0211";"782";19;10;29812492.21;59.4;"2023-03-01"
"INV004383";"2025-03-23";"W012";"P0329";"839";44;14;31300914.47;68.8;"2025-03-23"
"INV004384";"2023-10-17";"W046";"P0262";"520";86;51;25040660.47;350.6;"2023-10-17"
"INV004385";"2023-01-08";"W014";"P0336";"254";148;75;8603603.48;125.5;"2023-01-08"
"INV004386";"2023-07-22";"W047";"P0324";"282";39;18;2202110.32;75.4;"2023-07-22"
"INV004387";"2024-10-07";"W024";"P0306";"664";145;76;28891001.47;34.0;"2024-10-07"
"INV004388";"2024-01-27";"W002";"P0437";"9963";32;17;287172463.77;1979.9;"2024-01-27"
"INV004389";"2025-11-18";"W015";"P0042";"63";154;50;1823987.05;10.5;"2025-11-18"
"INV004390";"2025-12-01";"W031";"P0178";"397";92;33;14039663.98;88.3;"2025-12-01"
"INV004391";"2025-02-19";"W039";"P0465";"835";136;70;25866220.51;230.9;"2025-02-19"
"INV004392";"2024-01-12";"W048";"P0372";"636";17;11;29658395.54;86.7;"2024-01-12"
"INV004393";"2024-11-06";"W033";"P0334";"594";117;57;21850151.03;32.5;"2024-11-06"
"INV004394";"2025-09-12";"W043";"P0090";"279";193;70;3820042.48;117.2;"2025-09-12"
"INV004395";"2025-02-15";"W017";"P0488";"0";98;52;0.0;0.0;"2025-02-15"
"INV004396";"2023-02-07";"W033";"P0297";"854";62;40;37735773.82;242.1;"2023-02-07"
"INV004397";"2023-04-30";"W003";"P0005";"821";36;19;2791710.86;47.1;"2023-04-30"
"INV004398";"2025-10-09";"W003";"P0216";"829";143;69;5888464.46;119.8;"2025-10-09"
"INV004400";"2025-09-19";"W002";"P0177";"330";112;65;15804124.97;129.2;"2025-09-19"
"INV004402";"2024-11-24";"W006";"P0471";"817";43;21;39013046.76;62.6;"2024-11-24"
"INV004404";"2024-04-15";"W009";"P0388";"864";150;83;29339383.49;46.0;"2024-04-15"
"INV004405";"2025-02-28";"W049";"P0001";"31";198;124;1004932.98;3.2;"2025-02-28"
"INV004406";"2024-04-12";"W036";"P0455";"920";78;25;36705141.29;53.0;"2024-04-12"
"INV004407";"2025-08-09";"W024";"P0216";"782";143;57;14738785.38;101.1;"2025-08-09"
"INV004408";"2024-02-17";"W043";"P0054";"89";114;34;818861.55;5.1;"2024-02-17"
"INV004409";"2024-09-30";"W005";"P0364";"499";106;56;9901953.24;61.6;"2024-09-30"
"INV004411";"2024-02-29";"W024";"P0059";"492";147;86;2049438.75;57.2;"2024-02-29"
"INV004414";"2024-11-13";"W042";"P0081";"117";117;74;681725.48;9.3;"2024-11-13"
"INV004416";"2023-12-28";"W033";"P0475";"620";40;17;26678137.47;78.0;"2023-12-28"
"INV004417";"2025-02-11";"W029";"P0345";"59";164;80;1178176.55;3.2;"2025-02-11"
"INV004418";"2025-06-29";"W043";"P0487";"46";149;56;1141816.58;7.0;"2025-06-29"
"INV004419";"2025-07-22";"W015";"P0183";"364";185;65;4769042.43;28.8;"2025-07-22"
"INV004421";"2023-03-30";"W026";"P0128";"118";142;45;392201.02;98.1;"2023-03-30"
"INV004423";"2023-10-01";"W029";"P0110";"868";135;91;21826294.25;47.3;"2023-10-01"
"INV004424";"2024-03-05";"W029";"P0376";"7333";123;71;362294131.37;469.4;"2024-03-05"
"INV004425";"2025-04-01";"W040";"P0367";"13304";149;83;41280316.0;1148.6;"2025-04-01"
"INV004426";"2023-10-06";"W027";"P0069";"";60;23;0.0;0.0;"2023-10-06"
"INV004427";"2024-07-20";"W019";"P0446";"37";43;13;1724424.22;8.6;"2024-07-20"
"INV004428";"2023-12-26";"W030";"P0048";"";164;98;4439395.68;103.1;"2023-12-26"
"INV004429";"2025-11-30";"W047";"P0285";"458";155;68;1803222.81;105.3;"2025-11-30"
"INV004430";"2024-11-21";"W005";"P0359";"556";11;4;2988739.89;35.1;"2024-11-21"
"INV004431";"2025-06-27";"W011";"P0092";"736";170;91;3592586.13;90.2;"2025-06-27"
"INV004432";"2023-08-17";"W023";"P0194";"874";22;11;29481217.09;61.7;"2023-08-17"
"INV004433";"2024-04-05";"W014";"P0364";"987";106;54;15490546.85;59.2;"2024-04-05"
"INV004435";"2025-02-10";"W015";"P0313";"453";79;54;16338569.52;47.8;"2025-02-10"
"INV004436";"2025-01-14";"W041";"P0120";"";189;66;15739603.56;50.0;"2025-01-14"
"INV004438";"2025-11-24";"W026";"P0409";"590";105;42;1998836.46;65.5;"2025-11-24"
"INV004439";"2023-11-23";"W031";"P0058";"391";27;17;667839.6;55.3;"2023-11-23"
"INV004440";"2025-08-03";"W045";"P0281";"575";137;65;4714461.87;108.8;"2025-08-03"
"INV004441";"2025-02-03";"W001";"P0462";"815";55;28;4700176.78;102.0;"2025-02-03"
"INV004442";"2024-11-18";"W009";"P0139";"615";94;57;17630443.11;96.6;"2024-11-18"
"INV004444";"2025-10-02";"W003";"P0198";"399";75;30;16963020.98;74.9;"2025-10-02"
"INV004445";"2025-02-01";"W032";"P0257";"489";105;34;16260775.79;231.2;"2025-02-01"
"INV004447";"2023-09-03";"W029";"P0402";"16623";128;69;311414629.37;1615.2;"2023-09-03"
"INV004448";"2023-10-15";"W029";"P0469";"0";143;97;0.0;0.0;"2023-10-15"
"INV004449";"2025-09-18";"W047";"P0470";"311";44;23;13888349.06;20.5;"2025-09-18"
"INV004450";"2024-02-25";"W038";"P0296";"747";38;21;21774464.83;76.0;"2024-02-25"
"INV004451";"2024-02-24";"W050";"P0363";"";188;100;430143.68;1.3;"2024-02-24"
"INV004452";"2023-07-21";"W003";"P0319";"38";185;79;994975.24;2.6;"2023-07-21"
"INV004453";"2025-01-08";"W022";"P0226";"733";183;99;29492763.65;37.4;"2025-01-08"
"INV004454";"2024-01-22";"W044";"P0008";"449";84;54;17002665.87;25.1;"2024-01-22"
"INV004455";"2023-04-10";"W013";"P0238";"722";162;77;34810209.88;88.9;"2023-04-10"
"INV004456";"2024-01-04";"W041";"P0484";"509";57;27;20458133.06;440.0;"2024-01-04"
"INV004457";"2023-10-16";"W040";"P0446";"346";43;13;5143067.48;63.5;"2023-10-16"
"INV004458";"2024-02-24";"W027";"P0418";"423";32;20;15191787.89;63.3;"2024-02-24"
"INV004459";"2023-08-12";"W046";"P0211";"138";19;7;883227.46;9.9;"2023-08-12"
"INV004460";"2024-12-02";"W036";"P0287";"804";110;64;21383504.05;263.8;"2024-12-02"
"INV004461";"2025-09-10";"W032";"P0117";"762";28;9;6337660.99;40.1;"2025-09-10"
"INV004466";"2024-04-19";"W002";"P0222";"357";102;36;7419223.54;23.2;"2024-04-19"
"INV004467";"2024-02-03";"W027";"P0211";"72";19;11;396849.76;21.5;"2024-02-03"
"INV004468";"2025-04-28";"W029";"P0340";"13319";181;102;649071302.21;2566.1;"2025-04-28"
"INV004469";"2024-04-03";"W042";"P0263";"19571";45;31;584359359.26;1734.5;"2024-04-03"
"INV004471";"2023-12-10";"W032";"P0090";"233";193;63;8370584.63;40.9;"2023-12-10"
"INV004472";"2025-02-17";"W013";"P0152";"22";185;61;1073355.77;1.4;"2025-02-17"
"INV004473";"2024-02-15";"W017";"P0400";"944";21;10;24079075.25;75.7;"2024-02-15"
"INV004477";"2025-09-25";"W020";"P0026";"343";61;21;10710022.6;19.0;"2025-09-25"
"INV004478";"2025-06-13";"W042";"P0393";"932";180;73;4987393.63;58.3;"2025-06-13"
"INV004479";"2024-08-06";"W018";"P0396";"";66;24;280247.81;4.2;"2024-08-06"
"INV004480";"2024-02-19";"W024";"P0055";"187";55;32;5234667.64;12.2;"2024-02-19"
"INV004483";"2024-08-29";"W037";"P0264";"493";151;57;16217991.05;48.0;"2024-08-29"
"INV004484";"2023-06-29";"W011";"P0196";"0";183;114;0.0;0.0;"2023-06-29"
"INV004485";"2025-11-26";"W045";"P0152";"779";185;82;7879266.4;126.9;"2025-11-26"
"INV004486";"2024-10-20";"W015";"P0469";"679";143;86;19926864.86;47.2;"2024-10-20"
"INV004487";"2024-03-02";"W042";"P0225";"443";51;21;14855276.69;63.6;"2024-03-02"
"INV004488";"2025-10-04";"W042";"P0489";"283";162;87;1895147.05;52.7;"2025-10-04"
"INV004489";"2024-08-03";"W016";"P0342";"95";46;26;2805072.35;5.2;"2024-08-03"
"INV004490";"2025-04-04";"W039";"P0116";"40";84;44;329657.43;2.5;"2025-04-04"
"INV004492";"2024-08-01";"W007";"P0337";"73";157;76;1243017.28;5.8;"2024-08-01"
"INV004493";"2023-12-09";"W018";"P0252";"573";119;70;24588953.55;58.6;"2023-12-09"
"INV004494";"2024-05-13";"W043";"P0295";"801";194;110;16326063.39;212.1;"2024-05-13"
"INV004495";"2023-07-21";"W018";"P0430";"0";97;66;0.0;0.0;"2023-07-21"
"INV004496";"2024-03-25";"W020";"P0404";"532";64;33;6137770.31;32.8;"2024-03-25"
"INV004497";"2025-07-14";"W046";"P0355";"0";100;56;0.0;0.0;"2025-07-14"
"INV004498";"2023-09-27";"W025";"P0310";"648";116;76;13166014.43;47.4;"2023-09-27"
"INV004499";"2023-05-26";"W048";"P0411";"362";83;36;2861278.72;55.1;"2023-05-26"
"INV004501";"2024-10-04";"W009";"P0098";"47";107;52;1565166.8;13.3;"2024-10-04"
"INV004503";"2024-08-09";"W035";"P0130";"";165;79;8720037.76;54.4;"2024-08-09"
"INV004505";"2024-09-28";"W050";"P0057";"";99;55;1979086.21;13.2;"2024-09-28"
"INV004506";"2025-01-04";"W044";"P0241";"962";139;62;33614087.07;142.3;"2025-01-04"
"INV004507";"2025-06-05";"W050";"P0316";"282";34;21;7181993.57;149.7;"2025-06-05"
"INV004508";"2023-09-02";"W013";"P0081";"";117;69;11638442.74;30.6;"2023-09-02"
"INV004511";"2023-04-07";"W045";"P0055";"966";55;31;14456670.05;271.7;"2023-04-07"
"INV004512";"2024-05-20";"W014";"P0036";"720";64;23;12968152.24;263.2;"2024-05-20"
"INV004513";"2023-07-30";"W039";"P0351";"721";62;40;31773907.01;232.8;"2023-07-30"
"INV004514";"2023-01-27";"W046";"P0185";"511";41;25;13137019.95;29.1;"2023-01-27"
"INV004515";"2023-03-06";"W043";"P0244";"461";149;85;10290357.92;24.5;"2023-03-06"
"INV004516";"2023-05-03";"W018";"P0164";"";39;16;1415551.84;18.1;"2023-05-03"
"INV004517";"2024-09-17";"W010";"P0304";"10728";177;72;510199895.97;2473.3;"2024-09-17"
"INV004518";"2025-10-24";"W003";"P0129";"55";78;30;9083.39;3.6;"2025-10-24"
"INV004520";"2024-02-13";"W035";"P0152";"12040";185;70;128351283.54;814.5;"2024-02-13"
"INV004521";"2025-02-18";"W047";"P0378";"426";33;18;17461767.47;35.7;"2025-02-18"
"INV004523";"2023-12-07";"W004";"P0100";"824";58;21;40769734.38;460.3;"2023-12-07"
"INV004524";"2023-04-25";"W015";"P0117";"399";28;15;2077623.43;21.9;"2023-04-25"
"INV004525";"2025-12-01";"W005";"P0007";"762";170;115;24320604.06;91.1;"2025-12-01"
"INV004526";"2023-10-04";"W022";"P0446";"764";43;25;2162253.01;79.2;"2023-10-04"
"INV004527";"2023-05-29";"W042";"P0062";"804";143;95;36220382.66;117.4;"2023-05-29"
"INV004529";"2024-07-11";"W020";"P0359";"857";11;6;6174106.01;48.8;"2024-07-11"
"INV004531";"2024-04-25";"W030";"P0046";"334";87;29;2938861.18;23.1;"2024-04-25"
"INV004532";"2025-04-16";"W020";"P0247";"402";175;72;3259843.19;37.8;"2025-04-16"
"INV004533";"2024-07-02";"W031";"P0435";"257";43;16;12269216.92;19.5;"2024-07-02"
"INV004535";"2023-08-06";"W036";"P0033";"";73;29;3847404.35;125.4;"2023-08-06"
"INV004536";"2023-04-19";"W032";"P0295";"702";194;120;26031693.26;63.4;"2023-04-19"
"INV004539";"2025-01-30";"W047";"P0373";"855";106;63;37839898.48;201.8;"2025-01-30"
"INV004540";"2024-09-17";"W003";"P0338";"7950";46;15;169676882.46;736.7;"2024-09-17"
"INV004541";"2025-11-24";"W013";"P0264";"752";151;91;21470910.39;43.9;"2025-11-24"
"INV004543";"2025-02-13";"W025";"P0077";"8";79;26;62522.87;0.5;"2025-02-13"
"INV004544";"2023-07-06";"W046";"P0444";"189";85;54;5273899.3;11.5;"2023-07-06"
"INV004546";"2024-02-19";"W029";"P0450";"862";31;19;41404047.78;65.0;"2024-02-19"
"INV004548";"2023-06-27";"W013";"P0360";"0";147;53;0.0;0.0;"2023-06-27"
"INV004552";"2023-12-27";"W035";"P0322";"379";190;58;10641452.86;50.8;"2023-12-27"
"INV004553";"2024-09-07";"W044";"P0464";"194";84;36;3002217.66;13.8;"2024-09-07"
"INV004554";"2024-05-25";"W010";"P0263";"237";45;16;1645924.93;71.8;"2024-05-25"
"INV004555";"2023-04-18";"W004";"P0175";"214";26;17;1915614.89;22.4;"2023-04-18"
"INV004557";"2024-02-04";"W021";"P0476";"511";93;30;10088855.11;43.7;"2024-02-04"
"INV004558";"2023-06-07";"W032";"P0407";"658";100;37;4101799.61;59.2;"2023-06-07"
"INV004559";"2024-11-24";"W047";"P0030";"";195;65;2889535.23;34.6;"2024-11-24"
"INV004560";"2024-10-29";"W022";"P0288";"911";112;36;19080863.63;61.9;"2024-10-29"
"INV004561";"2023-04-07";"W037";"P0047";"";36;15;4514416.23;26.5;"2023-04-07"
"INV004562";"2025-10-06";"W050";"P0180";"734";120;78;857421.86;57.7;"2025-10-06"
"INV004564";"2025-10-16";"W014";"P0394";"939";183;57;8350844.15;66.0;"2025-10-16"
"INV004565";"2025-04-12";"W009";"P0291";"921";140;97;5936108.96;78.4;"2025-04-12"
"INV004567";"2024-12-03";"W035";"P0326";"0";153;46;0.0;0.0;"2024-12-03"
"INV004568";"2025-05-09";"W028";"P0232";"8088";23;6;159986836.64;1181.8;"2025-05-09"
"INV004570";"2023-10-02";"W005";"P0126";"";150;49;15659251.37;37.7;"2023-10-02"
"INV004571";"2024-09-12";"W036";"P0005";"382";36;23;12863424.74;28.5;"2024-09-12"
"INV004572";"2023-04-02";"W016";"P0163";"817";176;81;21301468.63;56.3;"2023-04-02"
"INV004573";"2023-07-04";"W007";"P0189";"0";169;77;0.0;0.0;"2023-07-04"
"INV004574";"2023-07-31";"W045";"P0036";"529";64;41;15326541.59;33.8;"2023-07-31"
"INV004575";"2023-05-14";"W046";"P0201";"";90;30;0.0;0.0;"2023-05-14"
"INV004576";"2025-03-27";"W018";"P0234";"";19;13;3915199.8;12.5;"2025-03-27"
"INV004577";"2023-11-06";"W010";"P0035";"967";148;62;26198820.99;184.8;"2023-11-06"
"INV004578";"2023-03-10";"W048";"P0119";"890";88;53;17460638.27;463.0;"2023-03-10"
"INV004579";"2025-09-19";"W026";"P0304";"950";177;56;29838789.91;63.3;"2025-09-19"
"INV004580";"2024-12-20";"W047";"P0224";"132";199;134;2218564.46;13.7;"2024-12-20"
"INV004581";"2023-01-03";"W026";"P0256";"45";103;32;1395725.71;3.1;"2023-01-03"
"INV004582";"2024-02-05";"W027";"P0126";"12867";150;104;407723774.26;1656.3;"2024-02-05"
"INV004583";"2023-09-30";"W010";"P0201";"809";90;40;20243352.81;146.9;"2023-09-30"
"INV004584";"2023-11-17";"W016";"P0113";"979";160;100;17424298.28;481.2;"2023-11-17"
"INV004586";"2024-12-09";"W041";"P0300";"306";73;40;1876452.81;38.6;"2024-12-09"
"INV004588";"2024-10-03";"W049";"P0483";"489";195;76;20331862.6;94.3;"2024-10-03"
"INV004589";"2024-12-25";"W023";"P0218";"";152;61;4609320.97;170.8;"2024-12-25"
"INV004590";"2025-08-29";"W046";"P0159";"932";183;89;29912683.51;54.1;"2025-08-29"
"INV004591";"2023-07-08";"W021";"P0482";"";94;40;22661023.53;119.9;"2023-07-08"
"INV004593";"2025-06-29";"W027";"P0277";"198";98;38;8035196.84;169.0;"2025-06-29"
"INV004594";"2023-01-01";"W006";"P0453";"0";24;16;0.0;0.0;"2023-01-01"
"INV004595";"2023-12-02";"W030";"P0089";"";154;54;0.0;0.0;"2023-12-02"
"INV004596";"2023-09-14";"W007";"P0062";"978";143;80;11427413.11;92.4;"2023-09-14"
"INV004598";"2024-07-19";"W023";"P0286";"338";125;54;13905880.32;37.7;"2024-07-19"
"INV004599";"2025-04-15";"W038";"P0416";"";149;87;14341906.41;32.4;"2025-04-15"
"INV004601";"2023-01-23";"W023";"P0392";"504";102;57;24985907.21;100.1;"2023-01-23"
"INV004603";"2025-03-31";"W026";"P0465";"651";136;87;6129751.15;80.2;"2025-03-31"
"INV004604";"2024-09-20";"W020";"P0426";"29";104;50;285699.45;1.6;"2024-09-20"
"INV004605";"2023-04-03";"W043";"P0414";"725";17;6;6710345.47;272.0;"2023-04-03"
"INV004607";"2023-08-11";"W009";"P0315";"701";54;27;7594246.76;520.2;"2023-08-11"
"INV004608";"2025-04-15";"W042";"P0162";"934";93;55;14617045.84;168.0;"2025-04-15"
"INV004609";"2024-11-18";"W037";"P0469";"263";143;77;3287140.69;16.6;"2024-11-18"
"INV004610";"2023-04-19";"W020";"P0225";"281";51;27;7294808.05;40.4;"2023-04-19"
"INV004611";"2025-08-25";"W034";"P0386";"142";198;106;2025315.05;7.1;"2025-08-25"
"INV004612";"2025-11-27";"W031";"P0001";"816";198;86;12401454.89;82.1;"2025-11-27"
"INV004613";"2024-02-21";"W030";"P0332";"406";128;80;1104494.16;31.8;"2024-02-21"
"INV004614";"2025-06-21";"W031";"P0433";"12626";180;85;159766146.84;874.4;"2025-06-21"
"INV004615";"2023-04-10";"W044";"P0347";"84";87;41;1702982.53;8.8;"2023-04-10"
"INV004616";"2024-09-09";"W002";"P0337";"12592";157;102;119588493.29;3254.3;"2024-09-09"
"INV004617";"2023-08-09";"W048";"P0267";"828";151;71;9713168.95;291.6;"2023-08-09"
"INV004618";"2025-05-13";"W009";"P0430";"354";97;56;12882464.67;39.9;"2025-05-13"
"INV004619";"2024-07-11";"W027";"P0349";"931";92;58;15046741.57;930.5;"2024-07-11"
"INV004621";"2024-03-15";"W032";"P0355";"";100;32;7389765.93;25.6;"2024-03-15"
"INV004623";"2024-05-27";"W014";"P0046";"578";87;29;4219837.45;32.7;"2024-05-27"
"INV004624";"2024-01-12";"W007";"P0397";"5";133;91;62487.35;0.3;"2024-01-12"
"INV004625";"2023-04-25";"W011";"P0224";"420";199;117;2302264.15;63.9;"2023-04-25"
"INV004626";"2024-08-17";"W029";"P0362";"664";100;36;11203684.43;222.3;"2024-08-17"
"INV004627";"2025-07-25";"W031";"P0024";"16297";27;10;683043636.59;1486.9;"2025-07-25"
"INV004629";"2023-06-30";"W043";"P0170";"626";72;25;7846291.89;215.6;"2023-06-30"
"INV004631";"2024-08-27";"W038";"P0402";"150";128;62;7274502.03;9.7;"2024-08-27"
"INV004633";"2024-10-01";"W022";"P0048";"0";164;111;0.0;0.0;"2024-10-01"
"INV004635";"2025-09-14";"W036";"P0162";"878";93;62;31552054.88;68.7;"2025-09-14"
"INV004636";"2024-03-30";"W023";"P0273";"608";156;79;26066212.75;48.0;"2024-03-30"
"INV004637";"2025-12-19";"W008";"P0149";"232";86;48;9097903.24;57.6;"2025-12-19"
"INV004638";"2024-06-01";"W044";"P0492";"529";54;21;4462102.18;27.4;"2024-06-01"
"INV004641";"2023-04-10";"W006";"P0380";"900";45;30;16198084.45;166.9;"2023-04-10"
"INV004642";"2023-02-20";"W037";"P0234";"824";19;9;33735798.28;211.1;"2023-02-20"
"INV004644";"2025-02-06";"W031";"P0325";"236";124;54;7232384.35;229.4;"2025-02-06"
"INV004645";"2025-08-18";"W044";"P0256";"124";103;65;4338024.76;93.7;"2025-08-18"
"INV004646";"2025-10-24";"W032";"P0498";"111";190;124;4438777.48;75.2;"2025-10-24"
"INV004647";"2023-04-19";"W009";"P0285";"297";155;81;8281733.55;54.7;"2023-04-19"
"INV004648";"2024-07-24";"W039";"P0153";"581";165;115;4467143.41;277.6;"2024-07-24"
"INV004649";"2025-09-12";"W025";"P0275";"709";186;55;25447510.57;63.8;"2025-09-12"
"INV004650";"2024-04-20";"W001";"P0402";"731";128;82;28901312.62;48.9;"2024-04-20"
"INV004651";"2024-01-07";"W006";"P0065";"270";183;69;2756760.15;16.6;"2024-01-07"
"INV004652";"2025-09-27";"W006";"P0416";"";149;65;2238118.71;106.2;"2025-09-27"
"INV004654";"2025-12-29";"W003";"P0274";"94";84;31;3639603.17;9.3;"2025-12-29"
"INV004655";"2023-04-20";"W045";"P0461";"776";91;61;23641987.73;68.5;"2023-04-20"
"INV004657";"2023-09-07";"W041";"P0044";"353";154;52;4583223.89;32.1;"2023-09-07"
"INV004658";"2025-03-11";"W006";"P0104";"";69;34;363248.74;16.3;"2025-03-11"
"INV004659";"2025-01-26";"W040";"P0484";"896";57;38;17294775.11;270.2;"2025-01-26"
"INV004660";"2023-07-06";"W014";"P0037";"561";126;41;10072721.06;31.0;"2023-07-06"
"INV004661";"2023-10-30";"W018";"P0499";"296";50;26;5509310.9;35.4;"2023-10-30"
"INV004662";"2023-12-25";"W047";"P0343";"";109;36;31045605.61;67.1;"2023-12-25"
"INV004663";"2024-09-29";"W050";"P0418";"97";32;14;48404.38;15.5;"2024-09-29"
"INV004665";"2025-07-09";"W009";"P0410";"895";57;35;3633233.97;401.5;"2025-07-09"
"INV004666";"2023-10-24";"W026";"P0136";"998";151;58;20563112.96;95.3;"2023-10-24"
"INV004668";"2025-08-24";"W036";"P0147";"112";46;24;4696327.32;6.3;"2025-08-24"
"INV004669";"2023-11-07";"W050";"P0246";"854";20;10;37488258.05;322.3;"2023-11-07"
"INV004670";"2024-05-29";"W022";"P0461";"907";91;28;17459520.67;399.3;"2024-05-29"
"INV004671";"2024-08-30";"W003";"P0178";"365";92;62;4629597.53;22.8;"2024-08-30"
"INV004672";"2024-08-11";"W011";"P0085";"570";93;30;17623479.34;61.6;"2024-08-11"
"INV004673";"2024-02-24";"W043";"P0247";"149";175;117;955234.96;9.5;"2024-02-24"
"INV004674";"2025-09-05";"W044";"P0007";"15307";170;88;742488015.42;804.6;"2025-09-05"
"INV004675";"2025-08-15";"W011";"P0395";"67";76;42;2835104.7;5.2;"2025-08-15"
"INV004676";"2024-07-21";"W037";"P0048";"500";164;89;22410591.82;25.8;"2024-07-21"
"INV004677";"2025-12-30";"W020";"P0093";"707";40;12;16181257.9;37.3;"2025-12-30"
"INV004678";"2024-11-17";"W041";"P0249";"594";96;30;8880732.06;108.3;"2024-11-17"
"INV004680";"2023-08-10";"W028";"P0042";"613";154;69;24813173.92;80.3;"2023-08-10"
"INV004681";"2024-09-15";"W023";"P0240";"429";181;106;21131386.22;24.0;"2024-09-15"
"INV004682";"2025-08-22";"W043";"P0051";"520";12;4;16743860.28;30.3;"2025-08-22"
"INV004683";"2023-05-11";"W035";"P0126";"874";150;85;19395945.96;235.4;"2023-05-11"
"INV004684";"2023-11-12";"W016";"P0189";"557";169;102;6342481.84;31.8;"2023-11-12"
"INV004685";"2023-02-27";"W012";"P0142";"";170;62;5192840.28;23.6;"2023-02-27"
"INV004686";"2025-09-18";"W016";"P0177";"472";112;68;18684356.31;119.4;"2025-09-18"
"INV004687";"2024-06-21";"W014";"P0315";"16871";54;33;521169615.11;1477.3;"2024-06-21"
"INV004688";"2024-01-23";"W049";"P0028";"823";68;29;15525813.91;171.7;"2024-01-23"
"INV004690";"2024-12-06";"W009";"P0380";"716";45;27;4784278.56;87.9;"2024-12-06"
"INV004691";"2023-05-06";"W012";"P0477";"893";183;124;21355044.0;226.0;"2023-05-06"
"INV004692";"2024-01-28";"W049";"P0082";"13145";134;55;319128166.99;3191.3;"2024-01-28"
"INV004693";"2024-04-14";"W040";"P0146";"0";53;36;0.0;0.0;"2024-04-14"
"INV004694";"2024-09-14";"W013";"P0064";"45";93;54;1370867.84;2.4;"2024-09-14"
"INV004695";"2025-08-31";"W001";"P0098";"478";107;37;20609747.91;44.8;"2025-08-31"
"INV004696";"2025-07-30";"W044";"P0338";"498";46;23;6205433.97;67.4;"2025-07-30"
"INV004698";"2025-07-12";"W050";"P0330";"693";106;56;5623674.7;56.5;"2025-07-12"
"INV004700";"2023-11-28";"W049";"P0380";"";45;17;34371920.8;47.7;"2023-11-28"
"INV004702";"2025-03-13";"W025";"P0168";"921";101;70;13649641.12;378.5;"2025-03-13"
"INV004703";"2024-09-22";"W038";"P0255";"166";165;60;8262158.29;38.2;"2024-09-22"
"INV004704";"2025-04-17";"W034";"P0152";"385";185;90;537531.22;308.6;"2025-04-17"
"INV004706";"2025-12-11";"W049";"P0289";"249";131;86;6873929.54;13.0;"2025-12-11"
"INV004707";"2023-12-12";"W025";"P0079";"982";116;44;44577111.31;62.3;"2023-12-12"
"INV004708";"2025-05-15";"W045";"P0475";"595";40;15;9268593.3;39.6;"2025-05-15"
"INV004709";"2023-02-22";"W008";"P0004";"672";50;27;17759536.17;354.7;"2023-02-22"
"INV004710";"2025-04-30";"W013";"P0330";"347";106;64;1902260.91;17.4;"2025-04-30"
"INV004711";"2023-04-15";"W010";"P0261";"477";123;65;13494416.45;311.7;"2023-04-15"
"INV004712";"2024-01-22";"W038";"P0312";"192";82;26;8457230.3;73.3;"2024-01-22"
"INV004713";"2023-05-07";"W028";"P0167";"15483";123;57;302330104.75;803.7;"2023-05-07"
"INV004714";"2024-10-29";"W035";"P0333";"";127;62;26609805.45;687.2;"2024-10-29"
"INV004715";"2023-12-24";"W011";"P0080";"643";157;100;15297355.93;73.6;"2023-12-24"
"INV004717";"2023-02-03";"W019";"P0206";"462";175;102;10065195.3;67.7;"2023-02-03"
"INV004718";"2025-05-28";"W034";"P0473";"93";159;55;3035221.64;18.9;"2025-05-28"
"INV004719";"2023-10-11";"W037";"P0061";"624";39;24;17517846.13;31.3;"2023-10-11"
"INV004721";"2023-02-24";"W048";"P0140";"478";114;76;22447951.44;45.1;"2023-02-24"
"INV004722";"2024-07-23";"W023";"P0484";"14333";57;24;683941055.74;1077.0;"2024-07-23"
"INV004724";"2024-01-05";"W020";"P0304";"327";177;87;6488030.77;46.2;"2024-01-05"
"INV004726";"2023-11-18";"W047";"P0406";"362";135;79;2413398.62;105.1;"2023-11-18"
"INV004727";"2024-01-25";"W007";"P0216";"778";143;52;11516221.39;107.5;"2024-01-25"
