"shipment_id";"order_id";"warehouse_id";"carrier_name";"dispatch_date";"delivery_date";"shipping_cost";"shipping_status";"dispatch_date_clean";"delivery_date_clean";"rn"
"SHP007591";"ORD005386";"W035";"Delhivery";"2024-12-20";"2024-12-24";926.5;"Delivered";"2024-12-20";"2024-12-24";1
"SHP007592";"";"W022";"XpressBees";"2025-03-05";"2025-03-12";94.76;"Delivered";"2025-03-05";"2025-03-12";1
"SHP007593";"ORD009237";"W029";"DTDC";"2025-09-11";"2025-09-19";247.81;"Delayed";"2025-09-11";"2025-09-19";1
"SHP007594";"ORD005669";"W001";"DTDC";"2023-11-27";"2023-12-05";853.86;"Delayed";"2023-11-27";"2023-12-05";1
"SHP007595";"ORD007716";"W044";"Shadowfax";"2023-11-17";"2023-12-17";820.83;"Delivered";"2023-11-17";"2023-12-17";1
"SHP007596";"ORD000469";"W006";"";"2023-12-30";"2024-01-24";1506.66;"Delivered";"2023-12-30";"2024-01-24";1
"SHP007597";"ORD008109";"W037";"Delhivery";"2025-12-28";"2026-01-01";330.95;"Delivered";"2025-12-28";"2026-01-01";1
"SHP007598";"ORD013232";"W039";"Delhivery";"2025-05-21";"2025-06-20";85.12;"Delivered";"2025-05-21";"2025-06-20";1
"SHP007599";"ORD008032";"W046";"Blue Dart";"2023-03-02";"";135.27;"In Transit";"2023-03-02";"";1
"SHP007600";"ORD005932";"W008";"XpressBees";"2024-11-03";"2024-11-19";1577.65;"Delivered";"2024-11-03";"2024-11-19";1
"SHP007601";"ORD014271";"W050";"Gati";"2024-08-02";"";1678.67;"In Transit";"2024-08-02";"";1
"SHP007602";"";"W030";"Blue Dart";"2023-05-23";"2023-05-26";366.18;"Delivered";"2023-05-23";"2023-05-26";1
"SHP007603";"ORD010992";"W047";"XpressBees";"2024-06-14";"";705.82;"In Transit";"2024-06-14";"";1
"SHP007604";"ORD010636";"W037";"Shadowfax";"2024-03-19";"2024-04-18";1377.51;"Delivered";"2024-03-19";"2024-04-18";1
"SHP007605";"ORD001101";"W021";"Shadowfax";"2023-07-05";"2023-07-20";769.08;"Delivered";"2023-07-05";"2023-07-20";1
"SHP007606";"ORD014867";"W019";"XpressBees";"2023-10-03";"2023-11-02";1031.97;"Delivered";"2023-10-03";"2023-11-02";1
"SHP007607";"ORD006794";"W043";"Ekart";"2025-09-09";"";1756.41;"In Transit";"2025-09-09";"";1
"SHP007608";"ORD002548";"W030";"Ekart";"2025-10-13";"2025-10-29";1745.01;"Delivered";"2025-10-13";"2025-10-29";1
"SHP007609";"ORD009367";"W037";"Ekart";"2025-08-27";"";1148.13;"In Transit";"2025-08-27";"";1
"SHP007610";"ORD004394";"W003";"DTDC";"2025-04-08";"2025-05-08";264.9;"Delivered";"2025-04-08";"2025-05-08";1
"SHP007611";"ORD004684";"W017";"DTDC";"2025-05-26";"2025-05-29";249.17;"Delivered";"2025-05-26";"2025-05-29";1
"SHP007612";"ORD014315";"W002";"Shadowfax";"2024-12-24";"2024-12-26";1590.64;"Delivered";"2024-12-24";"2024-12-26";1
"SHP007613";"ORD013921";"W037";"Gati";"2025-01-25";"";738.59;"In Transit";"2025-01-25";"";1
"SHP007614";"ORD010394";"W024";"Shadowfax";"2024-06-12";"2024-07-12";1269.61;"Delivered";"2024-06-12";"2024-07-12";1
"SHP007615";"ORD002071";"W043";"XpressBees";"2023-06-23";"2023-07-16";1303.78;"Delivered";"2023-06-23";"2023-07-16";1
"SHP007616";"ORD001825";"W027";"DTDC";"2024-05-03";"";1404.75;"In Transit";"2024-05-03";"";1
"SHP007617";"ORD012976";"W042";"Blue Dart";"2025-06-14";"2025-06-25";1518.36;"Delivered";"2025-06-14";"2025-06-25";1
"SHP007618";"ORD001654";"W045";"Blue Dart";"2025-09-23";"2025-10-13";1355.4;"Delivered";"2025-09-23";"2025-10-13";1
"SHP007619";"ORD008166";"W034";"Ekart";"2024-07-11";"2024-07-29";911.86;"Delivered";"2024-07-11";"2024-07-29";1
"SHP007620";"ORD007991";"W016";"FedEx";"2023-08-09";"2023-08-17";1725.18;"Delayed";"2023-08-09";"2023-08-17";1
"SHP007621";"ORD004739";"W037";"Blue Dart";"2023-12-24";"2024-01-12";1143.23;"Delivered";"2023-12-24";"2024-01-12";1
"SHP007622";"ORD001076";"W006";"DTDC";"2023-04-19";"2023-05-04";1385.18;"Delivered";"2023-04-19";"2023-05-04";1
"SHP007623";"";"W003";"Delhivery";"2024-05-26";"2024-05-31";408.77;"Delivered";"2024-05-26";"2024-05-31";1
"SHP007624";"ORD012084";"W050";"Blue Dart";"2023-12-27";"2024-01-25";1096.29;"Delivered";"2023-12-27";"2024-01-25";1
"SHP007625";"ORD011832";"W032";"Shadowfax";"2024-08-22";"2024-09-01";1436.98;"Delivered";"2024-08-22";"2024-09-01";1
"SHP007626";"ORD013471";"W050";"XpressBees";"2025-10-18";"2025-11-13";728.75;"Delivered";"2025-10-18";"2025-11-13";1
"SHP007627";"ORD008880";"W048";"Ekart";"2024-11-03";"2024-11-28";615.09;"Delivered";"2024-11-03";"2024-11-28";1
"SHP007628";"ORD004435";"W045";"FedEx";"2023-09-10";"2023-10-06";1471.48;"Delivered";"2023-09-10";"2023-10-06";1
"SHP007629";"ORD011688";"W034";"";"2023-01-16";"2023-02-08";1831.08;"Delivered";"2023-01-16";"2023-02-08";1
"SHP007630";"ORD009337";"W036";"Shadowfax";"2023-03-26";"2023-04-24";1139.82;"Delivered";"2023-03-26";"2023-04-24";1
"SHP007631";"ORD007897";"W031";"DTDC";"2024-06-03";"";360.81;"Lost";"2024-06-03";"";1
"SHP007632";"ORD000914";"W020";"XpressBees";"2024-04-18";"2024-05-05";1521.0;"Delayed";"2024-04-18";"2024-05-05";1
"SHP007633";"ORD013263";"W044";"";"2023-08-23";"2023-09-21";1139.03;"Delivered";"2023-08-23";"2023-09-21";1
"SHP007634";"ORD002959";"W013";"Shadowfax";"2025-10-02";"2025-10-30";453.52;"Delivered";"2025-10-02";"2025-10-30";1
"SHP007635";"ORD009767";"W013";"Blue Dart";"2023-01-02";"2023-01-17";691.39;"Delayed";"2023-01-02";"2023-01-17";1
"SHP007636";"ORD012073";"W023";"Delhivery";"2023-02-10";"2023-02-27";135.79;"Delayed";"2023-02-10";"2023-02-27";1
"SHP007637";"ORD008989";"W017";"";"2025-12-18";"";1150.05;"In Transit";"2025-12-18";"";1
"SHP007638";"ORD003819";"W042";"Blue Dart";"2024-01-23";"2024-02-04";1091.39;"Delivered";"2024-01-23";"2024-02-04";1
"SHP007639";"ORD011208";"W018";"DTDC";"2023-07-08";"2023-07-28";1450.89;"Delivered";"2023-07-08";"2023-07-28";1
"SHP007640";"ORD001020";"W050";"";"2024-02-12";"2024-02-26";878.44;"Delayed";"2024-02-12";"2024-02-26";1
"SHP007641";"";"W038";"Ekart";"2024-09-15";"2024-10-01";1827.49;"Delayed";"2024-09-15";"2024-10-01";1
"SHP007642";"ORD002376";"W033";"Shadowfax";"2025-04-30";"2025-05-23";1947.92;"Delivered";"2025-04-30";"2025-05-23";1
"SHP007643";"ORD009239";"W042";"Delhivery";"2024-03-08";"2024-04-03";1567.7;"Delayed";"2024-03-08";"2024-04-03";1
"SHP007644";"ORD000545";"W004";"DTDC";"2025-04-05";"2025-04-10";88.64;"Delivered";"2025-04-05";"2025-04-10";1
"SHP007645";"ORD012817";"W046";"Delhivery";"2023-01-24";"2023-01-27";1880.37;"Delivered";"2023-01-24";"2023-01-27";1
"SHP007646";"ORD007232";"W025";"FedEx";"2023-11-23";"2023-12-02";209.98;"Delivered";"2023-11-23";"2023-12-02";1
"SHP007647";"ORD005054";"W036";"Blue Dart";"2025-08-08";"2025-08-10";57754.55;"Delivered";"2025-08-08";"2025-08-10";1
"SHP007648";"ORD003018";"W013";"Blue Dart";"2025-10-25";"2025-11-20";717.34;"Delivered";"2025-10-25";"2025-11-20";1
"SHP007649";"ORD004805";"W026";"FedEx";"2023-09-26";"2023-10-25";113.56;"Delivered";"2023-09-26";"2023-10-25";1
"SHP007650";"";"W035";"Ekart";"2023-06-10";"2023-07-08";806.56;"Delivered";"2023-06-10";"2023-07-08";1
"SHP007651";"ORD011487";"W045";"Gati";"2025-03-07";"2025-03-17";1761.42;"Delivered";"2025-03-07";"2025-03-17";1
"SHP007652";"ORD013193";"W030";"Blue Dart";"2023-06-03";"2023-06-09";37189.2;"Delivered";"2023-06-03";"2023-06-09";1
"SHP007653";"";"W009";"Gati";"2024-11-09";"2024-11-10";1994.59;"Delivered";"2024-11-09";"2024-11-10";1
"SHP007654";"ORD006112";"W034";"Delhivery";"2025-10-10";"2025-10-11";1023.97;"Delivered";"2025-10-10";"2025-10-11";1
"SHP007655";"ORD002152";"W020";"Shadowfax";"2024-04-29";"";1014.79;"In Transit";"2024-04-29";"";1
"SHP007656";"ORD013471";"W011";"XpressBees";"2023-09-02";"2023-09-23";415.75;"Delivered";"2023-09-02";"2023-09-23";1
"SHP007657";"ORD007824";"W023";"XpressBees";"2023-07-09";"2023-07-15";1265.87;"Delivered";"2023-07-09";"2023-07-15";1
"SHP007658";"ORD014754";"W010";"Shadowfax";"2024-05-05";"2024-05-18";493.18;"Delivered";"2024-05-05";"2024-05-18";1
"SHP007659";"ORD004968";"W046";"Delhivery";"2024-06-19";"";219.35;"In Transit";"2024-06-19";"";1
"SHP007660";"ORD013666";"W005";"Blue Dart";"2023-11-14";"2023-12-01";1832.73;"Delivered";"2023-11-14";"2023-12-01";1
"SHP007661";"ORD012845";"W001";"Gati";"2025-11-16";"2025-11-22";1146.38;"Delivered";"2025-11-16";"2025-11-22";1
"SHP007662";"ORD002520";"W039";"Gati";"2025-10-21";"2025-11-10";104.66;"Delivered";"2025-10-21";"2025-11-10";1
"SHP007663";"";"W028";"";"2025-08-24";"2025-09-02";726.21;"Delivered";"2025-08-24";"2025-09-02";1
"SHP007664";"ORD008254";"W004";"Blue Dart";"2025-02-21";"2025-02-26";1976.84;"Delivered";"2025-02-21";"2025-02-26";1
"SHP007665";"ORD010910";"W041";"Gati";"2024-01-27";"2024-02-02";1981.93;"Delayed";"2024-01-27";"2024-02-02";1
"SHP007666";"ORD007223";"W040";"FedEx";"2025-01-14";"2025-01-18";1008.32;"Delivered";"2025-01-14";"2025-01-18";1
"SHP007667";"";"W031";"Shadowfax";"2023-01-12";"2023-01-22";602.23;"Delivered";"2023-01-12";"2023-01-22";1
"SHP007668";"ORD004635";"W042";"DTDC";"2023-02-15";"2023-03-08";787.87;"Delivered";"2023-02-15";"2023-03-08";1
"SHP007669";"ORD003754";"W024";"Shadowfax";"2023-09-23";"";1345.33;"In Transit";"2023-09-23";"";1
"SHP007670";"ORD006313";"W018";"";"2024-01-02";"";285.63;"In Transit";"2024-01-02";"";1
"SHP007671";"ORD009820";"W031";"Gati";"2024-03-16";"2024-03-21";1379.19;"Delivered";"2024-03-16";"2024-03-21";1
"SHP007672";"ORD005191";"W040";"XpressBees";"2025-09-09";"2025-09-25";999.79;"Delayed";"2025-09-09";"2025-09-25";1
"SHP007673";"ORD010409";"W041";"Ekart";"2024-03-20";"2024-03-29";1557.3;"Delivered";"2024-03-20";"2024-03-29";1
"SHP007674";"ORD008561";"W037";"Shadowfax";"2024-01-06";"2024-02-04";1280.68;"Delivered";"2024-01-06";"2024-02-04";1
"SHP007675";"ORD010586";"W031";"XpressBees";"2023-07-24";"";198.95;"Lost";"2023-07-24";"";1
"SHP007676";"ORD013400";"W023";"Gati";"2025-01-15";"2025-02-06";849.92;"Delivered";"2025-01-15";"2025-02-06";1
"SHP007677";"ORD006759";"W011";"Ekart";"2023-07-16";"2023-07-21";789.5;"Delayed";"2023-07-16";"2023-07-21";1
"SHP007678";"ORD014209";"W037";"Gati";"2025-08-23";"2025-08-27";1367.36;"Delivered";"2025-08-23";"2025-08-27";1
"SHP007679";"ORD013429";"W045";"FedEx";"2023-12-07";"2023-12-29";1038.15;"Delivered";"2023-12-07";"2023-12-29";1
"SHP007680";"ORD006479";"W035";"XpressBees";"2024-10-16";"";1236.39;"In Transit";"2024-10-16";"";1
"SHP007681";"ORD002726";"W010";"Blue Dart";"2024-03-20";"2024-03-28";814.29;"Delivered";"2024-03-20";"2024-03-28";1
"SHP007682";"ORD014060";"W022";"DTDC";"2025-03-07";"2025-04-01";1148.88;"Delayed";"2025-03-07";"2025-04-01";1
"SHP007683";"";"W048";"Delhivery";"2025-04-22";"";1514.04;"In Transit";"2025-04-22";"";1
"SHP007684";"ORD010854";"W029";"Blue Dart";"2025-06-06";"2025-06-14";258.05;"Delivered";"2025-06-06";"2025-06-14";1
"SHP007685";"ORD014129";"W015";"Blue Dart";"2025-08-30";"2025-09-01";1738.61;"Delivered";"2025-08-30";"2025-09-01";1
"SHP007686";"ORD002645";"W022";"DTDC";"2024-10-15";"2024-10-19";766.37;"Delivered";"2024-10-15";"2024-10-19";1
"SHP007687";"ORD004127";"W008";"FedEx";"2025-01-11";"2025-02-09";1585.39;"Delivered";"2025-01-11";"2025-02-09";1
"SHP007688";"ORD012452";"W029";"Delhivery";"2024-10-04";"2024-10-21";389.65;"Delivered";"2024-10-04";"2024-10-21";1
"SHP007689";"ORD010862";"W012";"Ekart";"2025-10-30";"2025-11-08";673.46;"Delivered";"2025-10-30";"2025-11-08";1
"SHP007690";"ORD004263";"W025";"XpressBees";"2023-11-02";"2023-11-20";1199.29;"Delivered";"2023-11-02";"2023-11-20";1
"SHP007691";"ORD013679";"W009";"";"2024-12-08";"";537.94;"In Transit";"2024-12-08";"";1
"SHP007692";"ORD002107";"W013";"Delhivery";"2024-12-06";"2024-12-12";1748.49;"Delivered";"2024-12-06";"2024-12-12";1
"SHP007693";"ORD002340";"W024";"Shadowfax";"2025-01-28";"2025-02-07";811.3;"Delivered";"2025-01-28";"2025-02-07";1
"SHP007694";"ORD008439";"W044";"DTDC";"2024-01-18";"2024-01-25";844.33;"Delivered";"2024-01-18";"2024-01-25";1
"SHP007695";"";"W043";"Shadowfax";"2023-10-21";"2023-10-26";1834.57;"Delivered";"2023-10-21";"2023-10-26";1
"SHP007696";"ORD007632";"W009";"Shadowfax";"2023-01-07";"2023-01-23";1867.69;"Delivered";"2023-01-07";"2023-01-23";1
"SHP007697";"ORD008274";"W047";"Gati";"2024-06-09";"2024-06-28";149.92;"Delivered";"2024-06-09";"2024-06-28";1
"SHP007698";"ORD006272";"W013";"Blue Dart";"2024-11-01";"2024-11-11";1831.49;"Delivered";"2024-11-01";"2024-11-11";1
"SHP007699";"ORD006122";"W011";"FedEx";"2025-02-01";"2025-02-17";952.22;"Delivered";"2025-02-01";"2025-02-17";1
"SHP007700";"ORD003043";"W009";"FedEx";"2025-12-19";"2026-01-11";1542.93;"Delayed";"2025-12-19";"2026-01-11";1
"SHP007701";"ORD001905";"W042";"Delhivery";"2023-04-04";"2023-04-18";477.69;"Delivered";"2023-04-04";"2023-04-18";1
"SHP007702";"ORD006420";"W001";"Blue Dart";"2023-01-06";"";969.32;"In Transit";"2023-01-06";"";1
"SHP007703";"ORD009966";"W049";"Ekart";"2024-01-30";"2024-02-04";312.1;"Delivered";"2024-01-30";"2024-02-04";1
"SHP007704";"ORD007516";"W010";"FedEx";"2025-11-03";"2025-11-23";1809.93;"Delivered";"2025-11-03";"2025-11-23";1
"SHP007705";"ORD010351";"W038";"Shadowfax";"2024-06-19";"2024-06-30";346.57;"Delayed";"2024-06-19";"2024-06-30";1
"SHP007706";"ORD006838";"W037";"";"2025-05-23";"2025-06-19";462.92;"Delivered";"2025-05-23";"2025-06-19";1
"SHP007707";"ORD006198";"W030";"XpressBees";"2023-05-28";"2023-06-06";816.42;"Delivered";"2023-05-28";"2023-06-06";1
"SHP007708";"ORD000770";"W037";"Delhivery";"2025-02-02";"2025-02-07";711.39;"Delivered";"2025-02-02";"2025-02-07";1
"SHP007709";"ORD009480";"W041";"";"2025-03-23";"2025-03-26";841.99;"Delivered";"2025-03-23";"2025-03-26";1
"SHP007710";"ORD009261";"W047";"DTDC";"2025-09-10";"2025-09-29";1235.87;"Delivered";"2025-09-10";"2025-09-29";1
"SHP007711";"ORD007655";"W007";"Shadowfax";"2024-04-25";"2024-05-23";1570.5;"Delivered";"2024-04-25";"2024-05-23";1
"SHP007712";"ORD004083";"W005";"Gati";"2025-04-13";"2025-04-26";633.43;"Delivered";"2025-04-13";"2025-04-26";1
"SHP007713";"";"W031";"FedEx";"2025-10-25";"2025-10-29";293.63;"Delivered";"2025-10-25";"2025-10-29";1
"SHP007714";"ORD013507";"W036";"Gati";"2023-10-08";"";1644.47;"In Transit";"2023-10-08";"";1
"SHP007715";"ORD005837";"W041";"FedEx";"2025-09-04";"2025-09-25";288.15;"Delivered";"2025-09-04";"2025-09-25";1
"SHP007716";"ORD005589";"W004";"DTDC";"2025-11-30";"2025-12-06";172.05;"Delivered";"2025-11-30";"2025-12-06";1
"SHP007717";"ORD011887";"W006";"XpressBees";"2024-08-22";"2024-09-13";73.52;"Delivered";"2024-08-22";"2024-09-13";1
"SHP007718";"ORD012803";"W038";"DTDC";"2024-12-22";"2025-01-17";1926.08;"Delivered";"2024-12-22";"2025-01-17";1
"SHP007719";"ORD013522";"W020";"FedEx";"2024-11-26";"";64188.87;"In Transit";"2024-11-26";"";1
"SHP007720";"ORD002687";"W016";"FedEx";"2024-06-22";"2024-07-08";445.96;"Delivered";"2024-06-22";"2024-07-08";1
"SHP007721";"ORD002508";"W003";"XpressBees";"2024-06-03";"2024-06-14";659.16;"Delivered";"2024-06-03";"2024-06-14";1
"SHP007722";"ORD008551";"W018";"Delhivery";"2025-05-22";"2025-05-31";1233.47;"Delivered";"2025-05-22";"2025-05-31";1
"SHP007723";"ORD006451";"W013";"Delhivery";"2025-07-16";"";333.23;"In Transit";"2025-07-16";"";1
"SHP007724";"ORD003303";"W048";"Delhivery";"2025-12-22";"2026-01-19";144.8;"Delayed";"2025-12-22";"2026-01-19";1
"SHP007725";"";"W040";"DTDC";"2024-12-11";"2024-12-12";361.03;"Delivered";"2024-12-11";"2024-12-12";1
"SHP007726";"ORD007883";"W014";"FedEx";"2025-10-30";"2025-11-14";1661.91;"Delivered";"2025-10-30";"2025-11-14";1
"SHP007727";"ORD010306";"W003";"FedEx";"2024-03-17";"2024-04-15";1233.79;"Delivered";"2024-03-17";"2024-04-15";1
"SHP007728";"ORD013777";"W048";"";"2024-08-06";"";1016.17;"In Transit";"2024-08-06";"";1
"SHP007729";"ORD005774";"W032";"Delhivery";"2025-09-20";"2025-10-05";329.16;"Delivered";"2025-09-20";"2025-10-05";1
"SHP007730";"ORD014864";"W006";"DTDC";"2024-12-13";"2024-12-26";848.13;"Delivered";"2024-12-13";"2024-12-26";1
"SHP007731";"ORD014414";"W004";"Shadowfax";"2024-12-05";"2024-12-22";316.79;"Delivered";"2024-12-05";"2024-12-22";1
"SHP007732";"ORD003697";"W043";"Blue Dart";"2023-06-17";"2023-06-27";1727.16;"Delivered";"2023-06-17";"2023-06-27";1
"SHP007733";"ORD010749";"W050";"XpressBees";"2024-07-26";"2024-07-30";1662.96;"Delayed";"2024-07-26";"2024-07-30";1
"SHP007734";"ORD011083";"W045";"XpressBees";"2025-05-30";"2025-06-26";1753.54;"Delivered";"2025-05-30";"2025-06-26";1
"SHP007735";"";"W041";"Blue Dart";"2025-09-02";"2025-09-24";1443.27;"Delivered";"2025-09-02";"2025-09-24";1
"SHP007736";"ORD005031";"W026";"XpressBees";"2025-08-12";"2025-08-26";1955.93;"Delivered";"2025-08-12";"2025-08-26";1
"SHP007737";"";"W017";"Shadowfax";"2023-03-01";"";53154.36;"In Transit";"2023-03-01";"";1
"SHP007738";"ORD014808";"W019";"DTDC";"2023-07-23";"2023-08-14";51326.17;"Delayed";"2023-07-23";"2023-08-14";1
"SHP007739";"ORD005168";"W042";"FedEx";"2024-02-18";"";971.72;"In Transit";"2024-02-18";"";1
"SHP007740";"ORD003433";"W021";"XpressBees";"2025-03-17";"2025-04-11";1986.63;"Delivered";"2025-03-17";"2025-04-11";1
"SHP007741";"ORD001936";"W028";"FedEx";"2023-05-11";"";1771.84;"In Transit";"2023-05-11";"";1
"SHP007742";"ORD013449";"W016";"Gati";"2025-08-20";"2025-08-30";1953.75;"Delivered";"2025-08-20";"2025-08-30";1
"SHP007743";"ORD014833";"W015";"DTDC";"2024-11-21";"2024-11-24";1641.63;"Delivered";"2024-11-21";"2024-11-24";1
"SHP007744";"";"W050";"Shadowfax";"2023-02-20";"2023-03-16";831.78;"Delivered";"2023-02-20";"2023-03-16";1
"SHP007745";"";"W049";"Gati";"2024-01-24";"2024-02-18";1311.96;"Delivered";"2024-01-24";"2024-02-18";1
"SHP007746";"ORD004337";"W043";"Shadowfax";"2025-02-20";"2025-03-16";1808.47;"Delivered";"2025-02-20";"2025-03-16";1
"SHP007747";"ORD005887";"W046";"";"2025-03-22";"2025-04-14";1767.24;"Delivered";"2025-03-22";"2025-04-14";1
"SHP007748";"ORD003443";"W040";"Gati";"2025-05-02";"";21728.62;"In Transit";"2025-05-02";"";1
"SHP007749";"ORD010449";"W034";"Gati";"2023-03-19";"";1148.54;"Lost";"2023-03-19";"";1
"SHP007750";"ORD003266";"W022";"FedEx";"2024-01-30";"2024-02-06";1266.81;"Delayed";"2024-01-30";"2024-02-06";1
"SHP007751";"";"W010";"Shadowfax";"2023-03-05";"2023-03-20";951.2;"Delivered";"2023-03-05";"2023-03-20";1
"SHP007752";"ORD013173";"W004";"XpressBees";"2023-06-12";"2023-06-14";131.65;"Delivered";"2023-06-12";"2023-06-14";1
"SHP007753";"ORD011628";"W014";"DTDC";"2025-04-28";"2025-05-12";1745.32;"Delivered";"2025-04-28";"2025-05-12";1
"SHP007754";"ORD001987";"W005";"Gati";"2025-07-29";"2025-08-03";298.45;"Delivered";"2025-07-29";"2025-08-03";1
"SHP007755";"ORD002979";"W050";"DTDC";"2025-04-12";"2025-04-15";1145.69;"Delivered";"2025-04-12";"2025-04-15";1
"SHP007756";"ORD001026";"W042";"Gati";"2025-08-04";"2025-08-26";1185.53;"Delivered";"2025-08-04";"2025-08-26";1
"SHP007757";"ORD006563";"W005";"XpressBees";"2023-11-17";"2023-12-17";1356.93;"Delivered";"2023-11-17";"2023-12-17";1
"SHP007758";"ORD009041";"W006";"Shadowfax";"2024-08-09";"2024-08-11";1788.49;"Delivered";"2024-08-09";"2024-08-11";1
"SHP007759";"ORD008869";"W031";"";"2024-06-12";"2024-07-08";1387.87;"Delivered";"2024-06-12";"2024-07-08";1
"SHP007760";"ORD004455";"W003";"DTDC";"2024-06-05";"2024-07-02";688.43;"Delivered";"2024-06-05";"2024-07-02";1
"SHP007761";"ORD014498";"W040";"Shadowfax";"2024-04-09";"2024-04-29";1706.31;"Delivered";"2024-04-09";"2024-04-29";1
"SHP007762";"ORD010586";"W039";"Gati";"2024-08-16";"2024-09-11";1499.48;"Delivered";"2024-08-16";"2024-09-11";1
"SHP007763";"ORD003088";"W032";"Delhivery";"2024-04-08";"2024-04-13";512.49;"Delivered";"2024-04-08";"2024-04-13";1
"SHP007764";"ORD014369";"W027";"Gati";"2025-03-19";"2025-04-04";192.16;"Delivered";"2025-03-19";"2025-04-04";1
"SHP007765";"ORD000035";"W041";"Ekart";"2024-11-02";"2024-11-25";816.98;"Delivered";"2024-11-02";"2024-11-25";1
"SHP007766";"ORD000961";"W011";"Shadowfax";"2025-05-07";"2025-05-21";1245.05;"Delivered";"2025-05-07";"2025-05-21";1
"SHP007767";"ORD001796";"W022";"Gati";"2023-03-15";"";889.12;"In Transit";"2023-03-15";"";1
"SHP007768";"ORD014542";"W022";"FedEx";"2023-01-22";"2023-01-30";122.53;"Delivered";"2023-01-22";"2023-01-30";1
"SHP007769";"ORD005525";"W048";"DTDC";"2023-10-22";"2023-10-28";559.21;"Delivered";"2023-10-22";"2023-10-28";1
"SHP007770";"ORD007647";"W028";"Delhivery";"2025-06-02";"";77281.4;"In Transit";"2025-06-02";"";1
"SHP007771";"ORD003751";"W009";"DTDC";"2024-11-10";"2024-11-13";1129.79;"Delayed";"2024-11-10";"2024-11-13";1
"SHP007772";"ORD000905";"W019";"Delhivery";"2023-05-03";"2023-05-26";876.49;"Delivered";"2023-05-03";"2023-05-26";1
"SHP007773";"ORD006177";"W024";"DTDC";"2025-04-19";"2025-05-17";1388.41;"Delivered";"2025-04-19";"2025-05-17";1
"SHP007774";"ORD003920";"W049";"FedEx";"2025-06-23";"";299.52;"In Transit";"2025-06-23";"";1
"SHP007775";"";"W012";"XpressBees";"2023-11-28";"2023-12-11";557.18;"Delivered";"2023-11-28";"2023-12-11";1
"SHP007776";"ORD008232";"W028";"";"2023-02-28";"2023-03-09";967.1;"Delivered";"2023-02-28";"2023-03-09";1
"SHP007777";"ORD001302";"W016";"DTDC";"2024-09-27";"2024-10-14";783.43;"Delivered";"2024-09-27";"2024-10-14";1
"SHP007778";"ORD014072";"W007";"Blue Dart";"2025-01-20";"2025-02-12";69.52;"Delivered";"2025-01-20";"2025-02-12";1
"SHP007779";"ORD007077";"W040";"Delhivery";"2025-06-11";"2025-07-04";486.3;"Delivered";"2025-06-11";"2025-07-04";1
"SHP007780";"ORD013796";"W033";"XpressBees";"2025-12-02";"2025-12-25";417.44;"Delivered";"2025-12-02";"2025-12-25";1
"SHP007781";"ORD000651";"W046";"Delhivery";"2024-04-14";"";591.15;"In Transit";"2024-04-14";"";1
"SHP007782";"ORD012338";"W031";"XpressBees";"2025-03-10";"2025-03-15";1464.77;"Delivered";"2025-03-10";"2025-03-15";1
"SHP007783";"ORD005207";"W020";"Shadowfax";"2023-05-18";"2023-06-11";963.8;"Delayed";"2023-05-18";"2023-06-11";1
"SHP007784";"";"W021";"DTDC";"2024-09-12";"2024-10-04";456.61;"Delivered";"2024-09-12";"2024-10-04";1
"SHP007785";"ORD013189";"W046";"Delhivery";"2023-05-28";"2023-06-18";453.96;"Delivered";"2023-05-28";"2023-06-18";1
"SHP007786";"ORD009970";"W046";"DTDC";"2023-02-26";"2023-03-24";522.37;"Delivered";"2023-02-26";"2023-03-24";1
"SHP007787";"ORD009603";"W009";"Shadowfax";"2024-05-27";"2024-06-20";1211.32;"Delivered";"2024-05-27";"2024-06-20";1
"SHP007788";"ORD012467";"W001";"Ekart";"2023-01-22";"";1057.88;"In Transit";"2023-01-22";"";1
"SHP007789";"ORD004187";"W004";"Delhivery";"2023-10-30";"2023-11-26";368.87;"Delivered";"2023-10-30";"2023-11-26";1
"SHP007790";"ORD003576";"W006";"FedEx";"2025-03-10";"";981.33;"In Transit";"2025-03-10";"";1
"SHP007791";"ORD001019";"W046";"FedEx";"2024-01-03";"";1573.83;"In Transit";"2024-01-03";"";1
"SHP007792";"";"W044";"";"2023-06-10";"";488.23;"In Transit";"2023-06-10";"";1
"SHP007793";"ORD007244";"W013";"Ekart";"2023-07-03";"";226.35;"In Transit";"2023-07-03";"";1
"SHP007794";"ORD003110";"W006";"Blue Dart";"2025-02-17";"2025-03-12";1723.18;"Delivered";"2025-02-17";"2025-03-12";1
"SHP007795";"ORD003820";"W023";"DTDC";"2023-01-03";"2023-01-08";1353.01;"Delivered";"2023-01-03";"2023-01-08";1
"SHP007796";"ORD002526";"W017";"Ekart";"2023-07-20";"2023-08-02";1235.59;"Delivered";"2023-07-20";"2023-08-02";1
"SHP007797";"ORD005990";"W047";"DTDC";"2025-04-05";"";1512.37;"In Transit";"2025-04-05";"";1
"SHP007798";"ORD002343";"W003";"XpressBees";"2023-12-19";"2023-12-29";286.6;"Delivered";"2023-12-19";"2023-12-29";1
"SHP007799";"";"W017";"Ekart";"2025-07-25";"2025-08-24";170.62;"Delayed";"2025-07-25";"2025-08-24";1
"SHP007800";"ORD006201";"W003";"FedEx";"2024-08-19";"2024-08-30";1750.68;"Delivered";"2024-08-19";"2024-08-30";1
